ID,STYPE,Agree_IN,Agree_IN2,SQ1,SQ2,SQ3,SQ4,SQ5A,SQ5AA,ASQ1,ASQ1A,ASQ1B,ASQ1C,TASQ1C_2,ASQ2A,ASQ2AC,AQ1,ATQ1_7,AQ1A,AQ1B,Q2,Q3,Q3A,Q4,Q5,Q5A,Q6,Q7,Q7A,Q8,RQ8,Q8A_1_1,Q8A_1_2,Q8A_1_3,Q8A_1_4,TQ8A_1_4,Q8A_1_5,Q8A_2_1,Q8A_2_2,Q8A_2_3,Q8A_2_4,TQ8A_2_4,Q8A_2_5,Q8A_3_1,Q8A_3_2,Q8A_3_3,Q8A_3_4,TQ8A_3_4,Q8A_3_5,Q8A_4_1,Q8A_4_2,Q8A_4_3,Q8A_4_4,TQ8A_4_4,Q8A_4_5,Q8A_5_1,Q8A_5_2,Q8A_5_3,Q8A_5_4,TQ8A_5_4,Q8A_5_5,Q8A_6_1,Q8A_6_2,Q8A_6_3,Q8A_6_4,TQ8A_6_4,Q8A_6_5,Q8A_7_1,Q8A_7_2,Q8A_7_3,Q8A_7_4,TQ8A_7_4,Q8A_7_5,Q8A_8_1,Q8A_8_2,Q8A_8_3,Q8A_8_4,TQ8A_8_4,Q8A_8_5,Q8A_9_1,Q8A_9_2,Q8A_9_3,Q8A_9_4,TQ8A_9_4,Q8A_9_5,Q8A_10_1,Q8A_10_2,Q8A_10_3,Q8A_10_4,TQ8A_10_4,Q8A_10_5,Q8A_11_1,Q8A_11_2,Q8A_11_3,Q8A_11_4,TQ8A_11_4,Q8A_11_5,Q8A_12_1,Q8A_12_2,Q8A_12_3,Q8A_12_4,TQ8A_12_4,Q8A_12_5,Q8A_13_1,Q8A_13_2,Q8A_13_3,Q8A_13_4,TQ8A_13_4,Q8A_13_5,Q8A_14_1,Q8A_14_2,Q8A_14_3,Q8A_14_4,TQ8A_14_4,Q8A_14_5,Q8A_15_1,Q8A_15_2,Q8A_15_3,Q8A_15_4,TQ8A_15_4,Q8A_15_5,Q8A_16_1,Q8A_16_2,Q8A_16_3,Q8A_16_4,TQ8A_16_4,Q8A_16_5,Q8A_17_1,Q8A_17_2,Q8A_17_3,Q8A_17_4,TQ8A_17_4,Q8A_17_5,Q8A_18_1,Q8A_18_2,Q8A_18_3,Q8A_18_4,TQ8A_18_4,Q8A_18_5,Q8A_19_1,Q8A_19_2,Q8A_19_3,Q8A_19_4,TQ8A_19_4,Q8A_19_5,Q8A_20_1,Q8A_20_2,Q8A_20_3,Q8A_20_4,TQ8A_20_4,Q8A_20_5,Q8A_21_1,Q8A_21_2,Q8A_21_3,Q8A_21_4,TQ8A_21_4,Q8A_21_5,Q8A_22_1,Q8A_22_2,Q8A_22_3,Q8A_22_4,TQ8A_22_4,Q8A_22_5,Q8A_23_1,Q8A_23_2,Q8A_23_3,Q8A_23_4,TQ8A_23_4,Q8A_23_5,Q8A_24_1,Q8A_24_2,Q8A_24_3,Q8A_24_4,TQ8A_24_4,Q8A_24_5,Q8A_25_1,Q8A_25_2,Q8A_25_3,Q8A_25_4,TQ8A_25_4,Q8A_25_5,Q8A_26_1,Q8A_26_2,Q8A_26_3,Q8A_26_4,TQ8A_26_4,Q8A_26_5,Q8A_27_1,Q8A_27_2,Q8A_27_3,Q8A_27_4,TQ8A_27_4,Q8A_27_5,Q8A_28_1,Q8A_28_2,Q8A_28_3,Q8A_28_4,TQ8A_28_4,Q8A_28_5,Q8A_29_1,Q8A_29_2,Q8A_29_3,Q8A_29_4,TQ8A_29_4,Q8A_29_5,Q8A_30_1,Q8A_30_2,Q8A_30_3,Q8A_30_4,TQ8A_30_4,Q8A_30_5,Q8A_31_1,Q8A_31_2,Q8A_31_3,Q8A_31_4,TQ8A_31_4,Q8A_31_5,Q8A_32_1,Q8A_32_2,Q8A_32_3,Q8A_32_4,TQ8A_32_4,Q8A_32_5,Q8A_33_1,Q8A_33_2,Q8A_33_3,Q8A_33_4,TQ8A_33_4,Q8A_33_5,Q8A_34_1,Q8A_34_2,Q8A_34_3,Q8A_34_4,TQ8A_34_4,Q8A_34_5,Q8A_35_1,Q8A_35_2,Q8A_35_3,Q8A_35_4,TQ8A_35_4,Q8A_35_5,Q8A_36_1,Q8A_36_2,Q8A_36_3,Q8A_36_4,TQ8A_36_4,Q8A_36_5,Q8A_37_1,Q8A_37_2,Q8A_37_3,Q8A_37_4,TQ8A_37_4,Q8A_37_5,Q8A_38_1,Q8A_38_2,Q8A_38_3,Q8A_38_4,TQ8A_38_4,Q8A_38_5,Q8A_39_1,Q8A_39_2,Q8A_39_3,Q8A_39_4,TQ8A_39_4,Q8A_39_5,Q8A_40_1,Q8A_40_2,Q8A_40_3,Q8A_40_4,TQ8A_40_4,Q8A_40_5,Q8A_41_1,Q8A_41_2,Q8A_41_3,Q8A_41_4,TQ8A_41_4,Q8A_41_5,Q8A_42_1,Q8A_42_2,Q8A_42_3,Q8A_42_4,TQ8A_42_4,Q8A_42_5,Q8A_43_1,Q8A_43_2,Q8A_43_3,Q8A_43_4,TQ8A_43_4,Q8A_43_5,Q8A_44_1,Q8A_44_2,Q8A_44_3,Q8A_44_4,TQ8A_44_4,Q8A_44_5,Q8A_45_1,Q8A_45_2,Q8A_45_3,Q8A_45_4,TQ8A_45_4,Q8A_45_5,Q8A_46_1,Q8A_46_2,Q8A_46_3,Q8A_46_4,TQ8A_46_4,Q8A_46_5,Q8A_47_1,Q8A_47_2,Q8A_47_3,Q8A_47_4,TQ8A_47_4,Q8A_47_5,Q8A_48_1,Q8A_48_2,Q8A_48_3,Q8A_48_4,TQ8A_48_4,Q8A_48_5,Q8A_49_1,Q8A_49_2,Q8A_49_3,Q8A_49_4,TQ8A_49_4,Q8A_49_5,Q8A_50_1,Q8A_50_2,Q8A_50_3,Q8A_50_4,TQ8A_50_4,Q8A_50_5,DQ1,DQ2,TDQ2_10,DQ3,DQ3A,DQ4,DQ4A_1,DQ4A_2,DQ4A_3,DQ4A_4,DQ4A_5,DQ4A_6,DQ4A_7,TDQ4A_7,DQ5,TDQ5_12,DQ6,TDQ6_12
20449,2,Y,,2,63,1,1,일요일,2,,,,,,,,,,,,1,1,3,2,2,,2,2,2,3,4.00,8,1,1,11,도서관,2,10,1,3,1,,1,7,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,5,1,3,1,2,,,,,,,11,,12,180000000
20451,2,Y,,1,51,9,2,일요일,2,,,,,,,,,,,,1,1,3,2,2,,2,2,2,6,5.00,6,2,3,1,,1,6,2,3,1,,1,6,2,3,1,,1,11,1,4,1,,1,11,1,4,1,,1,9,1,3,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,,6,1,2,3,,,,,,11,,12,150000000
20452,2,Y,,2,65,5,1,일요일,2,,,,,,,,,,,,1,1,5,4,2,,1,1,,2,3.00,11,2,1,1,,2,11,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,2,,2,1,,,,,,,,6,,7,
20453,2,Y,,2,62,1,1,일요일,2,,,,,,,,,,,,2,1,5,2,2,,1,2,1,1,2.00,12,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,3,,,3,,,6,,,3,,4,
20456,2,Y,,2,58,9,2,일요일,2,,,,,,,,,,,,2,1,4,4,2,,1,1,,8,5.00,10,1,4,1,,2,7,1,3,1,,1,9,2,3,8,,2,9,2,2,8,,2,10,2,1,8,,2,8,2,1,8,,2,8,2,1,8,,2,7,2,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,2,,3,1,2,,,,,,,4,,9,
20457,2,Y,,1,54,9,2,일요일,2,,,,,,,,,,,,2,1,5,5,2,,1,1,,2,3.00,7,1,1,3,,2,10,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,2,,1,,,,,,,,,6,,6,
20459,2,Y,,2,43,10,2,일요일,2,,,,,,,,,,,,1,1,2,1,2,,2,2,2,15,6.00,9,1,3,9,,2,9,1,3,9,,2,9,1,3,9,,2,9,1,3,9,,2,7,1,2,2,,2,7,1,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,2,,1,,,,,,,,,7,,7,
20462,2,Y,,2,63,16,2,일요일,2,,,,,,,,,,,,1,1,3,5,1,5,1,2,1,5,5.00,10,2,3,5,,2,10,2,2,9,,2,10,2,1,9,,2,7,2,1,7,,2,10,2,1,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,2,1,,,,,,,,6,,7,
20463,2,Y,,1,52,13,2,일요일,2,,,,,,,,,,,,1,1,3,4,2,,2,2,1,4,4.00,11,2,2,1,,2,9,2,4,1,,1,5,2,3,1,,1,11,2,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,5,1,2,,,3,,,,,,6,,7,
20490,2,Y,,1,63,1,1,월요일,5,,,,,,,,,,,,2,1,3,5,2,,2,2,2,38,6.00,7,1,4,5,,2,8,1,3,7,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,1,3,6,,2,9,2,5,2,,1,9,2,5,2,,1,9,2,5,2,,1,9,2,5,2,,1,9,2,5,2,,1,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,9,1,3,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,1,3,1,2,,,,,,,10,,11,
20491,2,Y,,1,36,9,2,월요일,5,,,,,,,,,,,,1,1,2,4,1,5,1,2,2,2,3.00,7,1,2,2,,2,7,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,1,2,,,,,,,8,,10,
20492,2,Y,,2,33,9,2,월요일,5,,,,,,,,,,,,1,1,3,4,2,,1,2,1,4,4.00,10,1,2,1,,1,10,2,2,1,,1,7,2,3,1,,2,6,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,5,,,3,,,6,,,3,,4,
20493,2,Y,,1,48,9,2,월요일,5,,,,,,,,,,,,1,1,1,5,2,,2,2,2,4,4.00,7,2,2,1,,2,3,1,2,1,,1,8,1,3,2,,2,7,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,1,3,1,2,,,,,,,6,,7,
20494,2,Y,,1,64,9,2,월요일,5,,,,,,,,,,,,2,1,3,2,2,,2,2,2,2,3.00,9,1,1,9,,2,11,2,1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,1,1,,,,,,,,,1,,1,
20495,2,Y,,2,61,1,1,월요일,5,,,,,,,,,,,,2,1,4,5,2,,2,2,1,4,4.00,8,2,1,2,,2,9,2,2,2,,1,7,2,3,1,,2,8,2,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,2,1,,,,,,,,9,,11,
20496,2,Y,,2,47,1,1,월요일,5,,,,,,,,,,,,1,1,2,1,2,,2,2,2,2,3.00,6,2,3,1,,2,5,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,4,1,2,,,,,,,1,,9,
20499,2,Y,,1,56,1,1,월요일,5,,,,,,,,,,,,1,1,4,2,2,,2,2,2,10,6.00,8,1,1,2,,2,6,2,1,2,,2,9,1,1,2,,2,8,1,1,2,,2,8,1,1,2,,2,8,1,1,2,,2,8,1,1,2,,2,8,1,1,2,,2,8,1,1,2,,2,8,2,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,2,4,1,2,,,,,,,11,,12,100000000
20500,2,Y,,2,49,2,1,월요일,5,,,,,,,,,,,,1,1,2,3,2,,2,2,2,3,4.00,9,2,3,2,,2,9,2,3,2,,2,9,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,1,4,1,2,3,,,,,,2,,7,
20501,2,Y,,1,28,9,2,월요일,5,,,,,,,,,,,,1,1,2,3,1,1,1,1,,1,2.00,3,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,3,1,1,,,,,,,,,1,,1,
20502,2,Y,,2,49,9,2,월요일,5,,,,,,,,,,,,1,1,2,4,2,,2,2,2,1,2.00,10,2,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,3,1,2,,,3,,,,,,6,,7,
20503,2,Y,,2,51,9,2,월요일,5,,,,,,,,,,,,1,1,3,1,1,5,1,2,1,5,5.00,7,1,2,2,,2,7,1,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,2,1,,,,,,,,5,,7,
20504,2,Y,,1,51,3,1,월요일,5,,,,,,,,,,,,1,1,2,4,2,,1,2,1,10,6.00,9,1,2,2,,2,9,1,2,2,,2,9,1,2,2,,2,9,1,2,2,,2,9,1,2,2,,2,9,1,2,2,,2,9,1,2,2,,2,8,1,3,2,,1,8,1,3,2,,1,8,1,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,2,4,1,2,,,,,,,8,,9,
20506,2,Y,,2,52,4,1,월요일,5,,,,,,,,,,,,1,1,3,2,2,,2,2,1,10,6.00,4,1,1,1,,2,5,1,1,1,,2,5,1,1,1,,2,5,1,1,1,,2,5,1,1,1,,2,5,1,1,1,,2,5,1,1,1,,2,5,2,1,1,,2,5,2,1,1,,2,5,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,5,1,2,3,,,,,,1,,2,
20507,2,Y,,1,45,9,2,월요일,5,,,,,,,,,,,,1,1,2,2,1,2,1,2,1,10,6.00,8,1,2,2,,2,7,1,3,2,,2,8,2,3,1,,1,3,2,3,1,,1,9,1,2,2,,1,9,2,2,2,,2,8,2,1,2,,2,7,1,2,2,,2,9,1,2,2,,2,9,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,5,2,3,1,2,,,,,,,10,,11,
20508,2,Y,,2,43,8,1,월요일,5,,,,,,,,,,,,1,1,4,4,2,,2,2,1,3,4.00,2,2,1,3,,2,2,1,1,3,,1,2,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,,,,,,6,,,6,,7,
20509,2,Y,,1,67,13,2,월요일,5,,,,,,,,,,,,1,1,3,2,1,5,1,1,,3,4.00,10,1,3,5,,2,10,1,3,5,,2,10,1,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,1,3,1,2,,,,,,,5,,7,
