ID,Agree_IN,ASQ1,ASQ1A,ASQ1B,ASQ1C,ASQ2A,ASQ2AC,SQ1,SQ2,SQ3,SQ4,SQ5,SQ5A,SQ5AA,AQ1,ATQ1_7,AQ1A,AQ1B,Q1,Q1A,RQ1A,Q1B_1,Q1B_2,Q1B_3,Q1B_4,Q1B_5,Q1B_6,Q1B_7,Q1B_8,TQ1B_8,Q2,RQ2,Q3,RQ3,Q4,Q5,Q5A,Q6,Q6A,Q7,RQ7,Q7A_1_1,Q7A_1_2,Q7A_1_3,Q7A_1_4,TQ7A_1_4,Q7A_1_5,Q7A_2_1,Q7A_2_2,Q7A_2_3,Q7A_2_4,TQ7A_2_4,Q7A_2_5,Q7A_3_1,Q7A_3_2,Q7A_3_3,Q7A_3_4,TQ7A_3_4,Q7A_3_5,Q7A_4_1,Q7A_4_2,Q7A_4_3,Q7A_4_4,TQ7A_4_4,Q7A_4_5,Q7A_5_1,Q7A_5_2,Q7A_5_3,Q7A_5_4,TQ7A_5_4,Q7A_5_5,Q7A_6_1,Q7A_6_2,Q7A_6_3,Q7A_6_4,TQ7A_6_4,Q7A_6_5,Q7A_7_1,Q7A_7_2,Q7A_7_3,Q7A_7_4,TQ7A_7_4,Q7A_7_5,Q7A_8_1,Q7A_8_2,Q7A_8_3,Q7A_8_4,TQ7A_8_4,Q7A_8_5,Q7A_9_1,Q7A_9_2,Q7A_9_3,Q7A_9_4,TQ7A_9_4,Q7A_9_5,Q7A_10_1,Q7A_10_2,Q7A_10_3,Q7A_10_4,TQ7A_10_4,Q7A_10_5,Q7A_11_1,Q7A_11_2,Q7A_11_3,Q7A_11_4,TQ7A_11_4,Q7A_11_5,Q7A_12_1,Q7A_12_2,Q7A_12_3,Q7A_12_4,TQ7A_12_4,Q7A_12_5,Q7A_13_1,Q7A_13_2,Q7A_13_3,Q7A_13_4,TQ7A_13_4,Q7A_13_5,Q7A_14_1,Q7A_14_2,Q7A_14_3,Q7A_14_4,TQ7A_14_4,Q7A_14_5,Q7A_15_1,Q7A_15_2,Q7A_15_3,Q7A_15_4,TQ7A_15_4,Q7A_15_5,Q7A_16_1,Q7A_16_2,Q7A_16_3,Q7A_16_4,TQ7A_16_4,Q7A_16_5,Q7A_17_1,Q7A_17_2,Q7A_17_3,Q7A_17_4,TQ7A_17_4,Q7A_17_5,Q7A_18_1,Q7A_18_2,Q7A_18_3,Q7A_18_4,TQ7A_18_4,Q7A_18_5,Q7A_19_1,Q7A_19_2,Q7A_19_3,Q7A_19_4,TQ7A_19_4,Q7A_19_5,Q7A_20_1,Q7A_20_2,Q7A_20_3,Q7A_20_4,TQ7A_20_4,Q7A_20_5,Q7A_21_1,Q7A_21_2,Q7A_21_3,Q7A_21_4,TQ7A_21_4,Q7A_21_5,Q7A_22_1,Q7A_22_2,Q7A_22_3,Q7A_22_4,TQ7A_22_4,Q7A_22_5,Q7A_23_1,Q7A_23_2,Q7A_23_3,Q7A_23_4,TQ7A_23_4,Q7A_23_5,Q7A_24_1,Q7A_24_2,Q7A_24_3,Q7A_24_4,TQ7A_24_4,Q7A_24_5,Q7A_25_1,Q7A_25_2,Q7A_25_3,Q7A_25_4,TQ7A_25_4,Q7A_25_5,Q7A_26_1,Q7A_26_2,Q7A_26_3,Q7A_26_4,TQ7A_26_4,Q7A_26_5,Q7A_27_1,Q7A_27_2,Q7A_27_3,Q7A_27_4,TQ7A_27_4,Q7A_27_5,Q7A_28_1,Q7A_28_2,Q7A_28_3,Q7A_28_4,TQ7A_28_4,Q7A_28_5,Q7A_29_1,Q7A_29_2,Q7A_29_3,Q7A_29_4,TQ7A_29_4,Q7A_29_5,Q7A_30_1,Q7A_30_2,Q7A_30_3,Q7A_30_4,TQ7A_30_4,Q7A_30_5,Q7A_31_1,Q7A_31_2,Q7A_31_3,Q7A_31_4,TQ7A_31_4,Q7A_31_5,Q7A_32_1,Q7A_32_2,Q7A_32_3,Q7A_32_4,TQ7A_32_4,Q7A_32_5,Q7A_33_1,Q7A_33_2,Q7A_33_3,Q7A_33_4,TQ7A_33_4,Q7A_33_5,Q7A_34_1,Q7A_34_2,Q7A_34_3,Q7A_34_4,TQ7A_34_4,Q7A_34_5,Q7A_35_1,Q7A_35_2,Q7A_35_3,Q7A_35_4,TQ7A_35_4,Q7A_35_5,Q7A_36_1,Q7A_36_2,Q7A_36_3,Q7A_36_4,TQ7A_36_4,Q7A_36_5,Q7A_37_1,Q7A_37_2,Q7A_37_3,Q7A_37_4,TQ7A_37_4,Q7A_37_5,Q7A_38_1,Q7A_38_2,Q7A_38_3,Q7A_38_4,TQ7A_38_4,Q7A_38_5,Q7A_39_1,Q7A_39_2,Q7A_39_3,Q7A_39_4,TQ7A_39_4,Q7A_39_5,Q7A_40_1,Q7A_40_2,Q7A_40_3,Q7A_40_4,TQ7A_40_4,Q7A_40_5,DQ1,DQ2,TDQ2_10,DQ3,DQ3A,DQ4,DQ4A_1,DQ4A_2,DQ4A_3,DQ4A_4,DQ4A_5,DQ4A_6,DQ4A_7,TDQ4A_7,DQ5,TDQ5_11,DQ6,TDQ6_11,D_SQ1,D_SQ2,D_SQ3,D_SQ4,D_SQ5AA,D_DQ1,D_DQ2,D_DQ3,D_DQ3A,D_DQ4,D_DQ5,D_DQ6,WT
87,Y,,,,,,,2,50,6,1,2022-02-21 오후 2:07:07,7,2,,,,,1,2,2,,2,,,,,,,,1,1,0,0,3,1,1,2,1,2,2,9,1,4,1,,2,6,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,3,1,2,,,,,,,1,,10,,2,9,3,1,2,3,,3,2,3,1,4,1.05
88,Y,,,,,,,1,31,1,1,2022-02-22 오전 12:18:07,1,5,,,,,1,11,5,,,3,4,5,,7,,,2,2,0,0,2,1,1,2,4,20,5,9,1,2,2,,2,8,1,3,2,,2,8,1,3,2,,2,8,1,3,2,,2,7,1,5,2,,2,7,1,5,2,,2,7,1,5,2,,2,7,1,5,2,,2,6,1,5,2,,2,6,2,3,2,,2,6,2,1,5,,2,6,2,1,5,,2,9,2,1,6,,2,7,1,3,4,,2,7,1,3,4,,2,7,1,1,6,,2,7,1,1,6,,2,10,1,4,1,,2,10,2,4,1,,2,7,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,1,4,,,3,,,6,,,6,,11,150000000,1,7,1,1,1,1,1,3,1,4,3,4,1.2
89,Y,,,,,,,2,51,9,2,2022-02-21 오후 2:16:15,7,2,,,,,1,15,6,,2,,,,,,,,2,2,1,1,2,1,1,1,3,3,3,9,1,2,5,,2,9,2,2,5,,2,9,2,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,4,1,2,,,,,,,8,,9,,2,9,2,2,2,1,2,1,,4,4,4,1.23
90,Y,,,,,,,2,63,1,1,2022-02-21 오후 3:34:32,7,2,,,,,1,10,5,,2,,,,,,,,5,4,1,1,2,3,5,1,5,6,4,11,2,2,9,,2,12,2,1,7,,2,11,2,2,9,,1,11,2,1,9,,1,11,2,1,9,,2,12,2,2,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,1,,,,,,,,,1,,1,,2,10,1,1,2,3,,3,2,1,1,1,1.21
91,Y,,,,,,,2,41,1,1,2022-02-22 오후 5:58:45,1,5,,,,,1,10,5,,2,,,,,,,,2,2,1,1,6,1,6,1,3,5,4,7,2,1,2,,2,7,2,1,2,,2,6,2,1,2,,2,6,2,1,2,,2,6,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,1,,,,,,,,,7,,7,,2,8,1,1,1,1,2,3,2,1,4,4,1.05
92,Y,,,,,,,2,33,16,2,2022-02-23 오후 4:51:45,2,5,,,,,1,12,6,,2,,,,,,,,3,3,1,1,3,1,1,1,3,1,1,7,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,4,2,2,1,,,,,,,,6,,7,,2,7,6,2,1,1,3,3,2,2,3,4,0.99
94,Y,,,,,,,2,46,6,1,2022-02-21 오후 2:10:24,7,2,,,,,1,3,3,,2,,,,,,,,3,3,0,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,7,,11,130000000,2,8,3,1,2,1,2,3,2,4,4,4,0.93
95,Y,,,,,,,2,48,2,1,2022-02-21 오후 2:20:24,7,2,,,,,1,6,4,,2,,,,,,,,2,2,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,4,1,2,,,,,,,3,,4,,2,8,6,1,2,3,,1,,4,2,2,1.06
96,Y,,,,,,,1,51,5,1,2022-02-21 오후 3:41:40,7,2,,,,,1,6,4,,2,,,,,,,,3,3,1,1,1,1,1,1,1,2,2,3,1,5,1,,1,9,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,3,1,2,,,,,,,10,,11,100000000,1,9,4,1,2,1,2,3,1,3,4,4,1.18
99,Y,,,,,,,1,63,7,1,2022-02-21 오후 2:07:33,7,2,,,,,1,10,5,,2,,,,,,,,1,1,1,1,3,1,1,2,3,2,2,9,2,2,1,,2,7,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,4,1,2,,,,,,,5,,9,,1,10,6,1,2,1,2,1,,4,3,4,1.3
100,Y,,,,,,,1,39,1,1,2022-02-22 오후 12:12:22,1,5,,,,,1,9,5,,,3,4,5,6,,,,2,2,1,1,2,1,1,3,3,3,3,7,1,4,2,,2,7,1,4,2,,2,7,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,,,3,,,6,,,4,,9,,1,7,1,1,1,1,2,3,2,3,2,4,1.2
101,Y,,,,,,,1,42,16,2,2022-02-21 오후 2:23:08,7,2,,,,,1,4,3,,,3,,,6,7,,,5,4,0,0,2,1,1,1,4,3,3,8,2,1,6,,2,8,2,1,6,,2,11,2,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,3,1,2,,,,,,,4,,5,,1,8,6,2,2,3,,3,2,3,2,3,1.1
102,Y,,,,,,,2,51,1,1,2022-02-21 오후 3:09:18,7,2,,,,,2,,,,,,,,,,,,0,0,0,0,4,1,4,1,4,2,2,10,1,4,1,,2,5,1,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,1,3,1,2,,,,,,,5,,9,,2,9,1,1,2,1,1,3,1,3,3,4,1.27
103,Y,,,,,,,1,50,10,3,2022-02-21 오후 2:16:37,7,2,,,,,1,3,3,,2,,,,,,,,2,2,0,0,6,3,1,1,3,2,2,8,1,4,5,,2,8,2,4,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,2,,2,1,,,,,,,,3,,4,,1,9,7,3,2,2,4,1,,2,2,2,1.05
104,Y,,,,,,,1,39,1,1,2022-02-21 오후 2:29:56,7,2,,,,,1,1,2,,2,,,,,,,,3,3,1,1,2,1,1,1,1,1,1,7,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,2,1,,,,,,,,6,,7,,1,7,1,1,2,1,2,3,2,2,3,4,1.2
107,Y,,,,,,,1,57,4,1,2022-02-22 오전 6:49:32,1,5,,,,,1,8,4,,2,,,,,,,,3,3,3,3,2,3,2,4,5,3,3,6,2,1,1,,2,7,1,2,1,,2,9,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,4,2,4,1,2,,,,,,,4,,8,,1,9,2,1,1,2,3,3,2,4,2,4,1.25
109,Y,,,,,,,2,32,3,1,2022-02-21 오후 2:15:44,7,2,,,,,1,2,2,,2,,,,,,,,2,2,2,2,4,2,3,2,3,2,2,9,2,1,4,,2,9,2,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,,,3,,,,,,10,,11,100000000,2,7,5,1,2,1,2,3,2,3,4,4,1.17
110,Y,,,,,,,2,52,4,1,2022-02-21 오후 2:06:17,7,2,,,,,1,4,3,,2,,,,,,,,1,1,0,0,3,2,3,3,3,3,3,9,1,3,1,,2,6,1,3,1,,2,6,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,1,4,1,2,,,,,,,10,,11,110000000,2,9,2,1,2,3,,3,1,4,4,4,1.23
111,Y,,,,,,,1,47,4,1,2022-02-22 오전 6:33:00,1,5,,,,,1,23,6,1,,,,,,,,,0,0,0,0,3,3,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,2,5,1,2,3,,,,,,11,200000000,11,250000000,1,8,2,1,1,1,1,3,2,5,4,4,1.18
112,Y,,,,,,,1,67,9,2,2022-02-22 오후 2:56:36,1,5,,,,,2,,,,,,,,,,,,1,1,0,0,2,1,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,2,1,,,,,,,,4,,5,,1,10,2,2,1,3,,1,,2,2,3,1.2
113,Y,,,,,,,1,42,2,1,2022-02-21 오후 2:08:36,7,2,,,,,1,4,3,,2,,,,,,,,2,2,1,1,3,1,1,2,2,6,4,10,2,4,1,,2,8,2,5,1,,1,3,1,5,1,,1,3,1,5,1,,1,8,1,3,2,,2,6,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,4,1,2,,,,,,,10,,11,140000000,1,8,6,1,2,1,2,3,1,4,4,4,1.1
114,Y,,,,,,,1,34,5,1,2022-02-21 오후 2:17:14,7,2,,,,,1,2,2,,2,,,,,,,,5,4,2,2,2,3,2,3,2,2,2,6,1,2,6,,1,7,1,3,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,1,2,1,,,,,,,,5,,8,,1,7,4,1,2,2,3,3,1,2,3,4,1.07
115,Y,,,,,,,2,50,12,2,2022-02-23 오후 5:09:47,2,5,,,,,1,12,6,,2,,,,,,,,1,1,0,0,3,1,1,1,4,1,1,9,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,2,,2,1,,,,,,,,4,,8,,2,9,3,2,1,1,4,1,,2,2,4,1.05
116,Y,,,,,,,1,69,1,1,2022-02-22 오전 9:32:54,1,5,,,,,1,15,6,,2,,,,,,,,1,1,1,1,3,1,3,1,2,1,1,9,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,2,,3,1,2,,,,,,,1,,5,,1,10,1,1,1,2,3,1,,3,1,3,1.25
117,Y,,,,,,,1,42,10,2,2022-02-22 오전 9:41:40,1,5,,,,,1,14,6,,2,,,,,,,,1,1,0,0,4,1,1,1,2,1,1,8,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,4,2,1,,,,,,,,,6,,6,,1,8,7,2,1,1,3,3,2,1,3,3,0.9
118,Y,,,,,,,2,27,5,1,2022-02-21 오후 2:07:41,7,2,,,,,1,3,3,,2,,,,,,,,2,2,2,2,3,1,1,1,3,1,1,6,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,5,,,3,,,6,,,1,,3,,2,6,4,1,2,3,,1,,5,1,2,1.35
120,Y,,,,,,,2,59,10,2,2022-02-21 오후 2:36:16,7,2,,,,,1,8,4,,2,,,,,,,,1,1,0,0,4,3,3,1,2,8,4,12,1,4,1,,2,12,2,4,1,,2,9,1,3,5,,2,8,1,3,5,,2,7,2,3,8,,2,8,2,3,8,,2,8,2,3,8,,2,8,1,3,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,2,,2,1,,,,,,,,5,,6,,2,9,7,2,2,1,3,1,,2,3,3,0.98
122,Y,,,,,,,2,56,13,2,2022-02-22 오후 11:42:10,1,5,,,,,1,12,6,1,,,,,,,,,4,3,1,1,3,1,3,2,3,2,2,9,1,5,1,,1,6,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,2,3,1,2,,,,,,,5,,10,,2,9,4,2,1,2,3,3,2,3,3,4,1.08
123,Y,,,,,,,2,42,9,2,2022-02-21 오후 2:46:41,7,2,,,,,1,12,6,,2,,,,,,,,4,3,2,2,3,2,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,1,,,,,,,,,5,,5,,2,8,2,2,2,1,2,3,2,1,3,3,1.14
